x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.053454168140888214,0.7264049053192139,0.15202315151691437,0.6615822911262512,0.22527576982975006,0.5447787642478943,0.2881864309310913,0.472973495721817,0.3534356951713562,0.42646509408950806,0.18085424602031708,0.41275137662887573,0.2395290732383728,0.32331621646881104,0.30118465423583984,0.35034483671188354,0.3465769588947296,0.3938227593898773,0.15398895740509033,0.393916517496109,0.2264586240053177,0.2915385663509369,0.29744529724121094,0.32964763045310974,0.3481956720352173,0.387277752161026,0.12288524210453033,0.3895583748817444,0.1970316469669342,0.2839403450489044,0.27289295196533203,0.3193400502204895,0.3304828107357025,0.3786618411540985,0.09095924347639084,0.4018607437610626,0.16574352979660034,0.33281296491622925,0.23554280400276184,0.32860618829727173,0.2965375781059265,0.34380146861076355,0
0.04633680731058121,0.7247909903526306,0.1428060680627823,0.6641327738761902,0.21636849641799927,0.5496503114700317,0.2791154980659485,0.4769367277622223,0.34342241287231445,0.42296573519706726,0.16594816744327545,0.4072388708591461,0.22828060388565063,0.31391847133636475,0.29269325733184814,0.3414037227630615,0.3380095958709717,0.3890717029571533,0.13712471723556519,0.39185309410095215,0.2129310816526413,0.2837868928909302,0.28873834013938904,0.3230379819869995,0.3399406373500824,0.3862471878528595,0.10515053570270538,0.39289748668670654,0.18469010293483734,0.2853129506111145,0.2658745050430298,0.3182617425918579,0.3240915834903717,0.3782702088356018,0.07320059090852737,0.41269582509994507,0.15115275979042053,0.34284746646881104,0.22635582089424133,0.33523374795913696,0.2907421588897705,0.34977108240127563,0
0.05298842489719391,0.736111581325531,0.14978356659412384,0.6648954153060913,0.2190934419631958,0.5522748231887817,0.28036046028137207,0.4810870885848999,0.3449995815753937,0.4292302429676056,0.16246700286865234,0.4107871949672699,0.22516180574893951,0.32281219959259033,0.2905934453010559,0.34714311361312866,0.3400719463825226,0.3897116184234619,0.13233362138271332,0.3959660530090332,0.21052318811416626,0.29485023021698,0.2871439456939697,0.33078646659851074,0.3434831202030182,0.38850143551826477,0.10071565955877304,0.3979675769805908,0.18253841996192932,0.29716169834136963,0.2633315324783325,0.32596269249916077,0.3252694010734558,0.37945887446403503,0.07075315713882446,0.4205377697944641,0.14866159856319427,0.35540077090263367,0.22179274260997772,0.3445212244987488,0.28658732771873474,0.3531215786933899,0
0.05283530801534653,0.7520358562469482,0.14652006328105927,0.6817223429679871,0.21472853422164917,0.5617451667785645,0.27561187744140625,0.48819902539253235,0.3382989168167114,0.4334544539451599,0.155583918094635,0.41858774423599243,0.21688249707221985,0.331437885761261,0.2821732759475708,0.3562440574169159,0.32988080382347107,0.3973357677459717,0.12528662383556366,0.4046168327331543,0.20181739330291748,0.3031277656555176,0.27913931012153625,0.3388651907444,0.3339777886867523,0.39397957921028137,0.09489995986223221,0.40886685252189636,0.1751013845205307,0.3060999810695648,0.2574574649333954,0.33636122941970825,0.3185953199863434,0.38928112387657166,0.06750643253326416,0.4339367151260376,0.14527994394302368,0.367299348115921,0.21810151636600494,0.35722893476486206,0.28114575147628784,0.36575162410736084,0
0.056297868490219116,0.747443437576294,0.14854854345321655,0.6796559691429138,0.21430516242980957,0.567269504070282,0.27314436435699463,0.4962623715400696,0.33417123556137085,0.44261667132377625,0.15833322703838348,0.4253295660018921,0.21305860579013824,0.33392781019210815,0.2783718705177307,0.3539414405822754,0.3278459310531616,0.3915793001651764,0.1303359866142273,0.412264347076416,0.1973506510257721,0.30815666913986206,0.2733890116214752,0.33762335777282715,0.32981210947036743,0.3882858157157898,0.1001303493976593,0.41629642248153687,0.17127420008182526,0.31112661957740784,0.2527703046798706,0.3330734372138977,0.3162618577480316,0.3797556757926941,0.07080365717411041,0.4397585988044739,0.14057473838329315,0.3692089319229126,0.21074946224689484,0.3543333411216736,0.273493230342865,0.3583761155605316,0
0.05056288093328476,0.7528203725814819,0.14751213788986206,0.6775831580162048,0.21432211995124817,0.5651810169219971,0.274689257144928,0.49705183506011963,0.33737605810165405,0.44543999433517456,0.15642668306827545,0.41991758346557617,0.21669629216194153,0.3384225070476532,0.28194156289100647,0.3613646626472473,0.3311171531677246,0.40014058351516724,0.12802088260650635,0.40679579973220825,0.20334579050540924,0.3076230585575104,0.27925336360931396,0.34085020422935486,0.33450639247894287,0.39426323771476746,0.0973762795329094,0.4115389287471771,0.17704041302204132,0.3119097352027893,0.25839537382125854,0.3391808271408081,0.3203878402709961,0.388899564743042,0.06830820441246033,0.43752121925354004,0.14526188373565674,0.3712465763092041,0.2161683887243271,0.3585115671157837,0.2784528136253357,0.36330631375312805,0
0.057279542088508606,0.760610818862915,0.1482444703578949,0.6877131462097168,0.21301448345184326,0.5690597295761108,0.27318787574768066,0.49709662795066833,0.3363999128341675,0.44908228516578674,0.15997907519340515,0.4318312406539917,0.21212366223335266,0.3398929536342621,0.27660831809043884,0.357424259185791,0.3279286324977875,0.39261794090270996,0.13273534178733826,0.4214371144771576,0.19710393249988556,0.3156776428222656,0.2719907760620117,0.34141600131988525,0.329904705286026,0.389390766620636,0.10229547321796417,0.4276065230369568,0.1696987897157669,0.3211941719055176,0.24893635511398315,0.34001481533050537,0.313008189201355,0.3834807872772217,0.07152767479419708,0.4524105191230774,0.1377231478691101,0.3787478804588318,0.20609824359416962,0.3577756881713867,0.26916736364364624,0.35557591915130615,0
0.056003130972385406,0.754890501499176,0.149591863155365,0.682815432548523,0.2167201191186905,0.56717848777771,0.277341365814209,0.49585554003715515,0.3416363000869751,0.44766533374786377,0.15538571774959564,0.41979730129241943,0.21689923107624054,0.3357049822807312,0.28351423144340515,0.36029085516929626,0.3332756757736206,0.40054962038993835,0.12567582726478577,0.4090593755245209,0.20304985344409943,0.3103451430797577,0.27994775772094727,0.3435516655445099,0.3354129195213318,0.39750510454177856,0.09576518833637238,0.4176196753978729,0.17631903290748596,0.31859090924263,0.25694599747657776,0.34397900104522705,0.3184049725532532,0.3923546373844147,0.06902176886796951,0.44818177819252014,0.14376769959926605,0.3804599940776825,0.21386435627937317,0.3620930314064026,0.2766610383987427,0.36252543330192566,0
0.051788829267024994,0.756549596786499,0.14814814925193787,0.6861587166786194,0.21814732253551483,0.5677449703216553,0.2788611054420471,0.49629390239715576,0.3389246165752411,0.44360101222991943,0.1545814722776413,0.41780105233192444,0.21386414766311646,0.33520856499671936,0.27844977378845215,0.36161285638809204,0.3263542056083679,0.4005683660507202,0.12506911158561707,0.4078562259674072,0.20263805985450745,0.3126498758792877,0.27918899059295654,0.3441486358642578,0.33508265018463135,0.3939433991909027,0.09575499594211578,0.41670194268226624,0.17918744683265686,0.3226134777069092,0.2614520788192749,0.3481767773628235,0.32364577054977417,0.3948201835155487,0.07123959064483643,0.447110652923584,0.15149575471878052,0.38102954626083374,0.2238978147506714,0.3674020767211914,0.28729182481765747,0.3708506226539612,0
0.052969276905059814,0.755725085735321,0.14787426590919495,0.6888511776924133,0.21836726367473602,0.5697922706604004,0.279675155878067,0.49641698598861694,0.34260162711143494,0.445473849773407,0.1481693536043167,0.40697550773620605,0.21250981092453003,0.3292433023452759,0.2777469754219055,0.35666388273239136,0.32562360167503357,0.39542460441589355,0.11797638237476349,0.3966049551963806,0.20305714011192322,0.30626922845840454,0.2791510820388794,0.34048783779144287,0.3340253233909607,0.3924016058444977,0.09020066261291504,0.4076034426689148,0.18084900081157684,0.3184664249420166,0.2616410255432129,0.3458404541015625,0.32192397117614746,0.3928799033164978,0.06879483908414841,0.442695289850235,0.15280155837535858,0.37998849153518677,0.2228604406118393,0.3639870285987854,0.2840682864189148,0.364124596118927,0
