label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
A,0.2420806437730789,0.8744927644729614,0.3366881012916565,0.7926428914070129,0.3822695016860962,0.6080111265182495,0.3822279572486877,0.4684619605541229,0.3893946409225464,0.3740041255950928,0.3118538558483124,0.4984586834907532,0.3227474689483642,0.4243052303791046,0.3264264464378357,0.5509974360466003,0.317539632320404,0.6064198613166809,0.2417553514242172,0.5099790096282959,0.2518157362937927,0.4542617797851562,0.2682128548622131,0.5915658473968506,0.259886234998703,0.6202606558799744,0.1793452352285385,0.5455006957054138,0.1828460246324539,0.4982407689094543,0.2116782069206237,0.6197839379310608,0.2105418294668197,0.6407746076583862,0.1197425872087478,0.5937545299530029,0.124858409166336,0.561168372631073,0.1568299531936645,0.6418805122375488,0.163756251335144,0.658677875995636
A,0.2639046311378479,0.867012083530426,0.3523306548595428,0.7869665026664734,0.3925395607948303,0.6064580678939819,0.3932949304580688,0.4673040807247162,0.4013072252273559,0.3737210631370544,0.321778655052185,0.4946969449520111,0.3335621356964111,0.4220982193946838,0.3370279967784881,0.5485354661941528,0.3284888863563537,0.6035734415054321,0.2526651918888092,0.5055234432220459,0.2618671357631683,0.4493731260299682,0.2787895798683166,0.5837082862854004,0.2728983163833618,0.6128000020980835,0.1913551390171051,0.538327157497406,0.1937203109264373,0.4923289120197296,0.2233380228281021,0.6122309565544128,0.2249766737222671,0.6354339122772217,0.1339871734380722,0.5829527974128723,0.1384438872337341,0.5488573312759399,0.1690444499254226,0.6289900541305542,0.1767227947711944,0.6476226449012756
A,0.2628374397754669,0.8659451007843018,0.3528055548667907,0.7869505286216736,0.3932684659957886,0.6078222990036011,0.3928309679031372,0.4686373472213745,0.400839239358902,0.3745958805084228,0.324387788772583,0.4935199320316314,0.3324028551578522,0.4239808917045593,0.3351425528526306,0.5517408847808838,0.3285619616508484,0.6088025569915771,0.2544522583484649,0.5038541555404663,0.2617593109607696,0.4499730467796325,0.2768134474754333,0.5851305723190308,0.2725497186183929,0.6161524057388306,0.1924553215503692,0.5356903672218323,0.1934122890233993,0.4899600446224212,0.2219028621912002,0.6137072443962097,0.2258408218622207,0.6400442719459534,0.1345776319503784,0.5799482464790344,0.1391925513744354,0.5492714047431946,0.1686359941959381,0.6335842609405518,0.1775494217872619,0.6532371640205383
A,0.2557916939258575,0.8620156049728394,0.3497020006179809,0.7861559987068176,0.3921505808830261,0.6030325293540955,0.3953768014907837,0.464527815580368,0.4028155207633972,0.3715331554412842,0.3263877332210541,0.4965972304344177,0.3353468477725982,0.422393262386322,0.3381349444389343,0.5477069616317749,0.3312657475471496,0.6058349013328552,0.2578011453151703,0.5062271952629089,0.2660637199878692,0.4491828680038452,0.2797366380691528,0.5853680968284607,0.2742258906364441,0.6169189214706421,0.1948295086622238,0.5380059480667114,0.1980024576187133,0.4880189299583435,0.2245441675186157,0.6119466423988342,0.2266808450222015,0.6380164623260498,0.1345400363206863,0.5813478827476501,0.1415177583694458,0.5462043285369873,0.168852686882019,0.6297745704650879,0.1750551015138626,0.6500616669654846
A,0.2577897906303406,0.8620157241821289,0.3499301075935364,0.7848491072654724,0.3923726975917816,0.6013187766075134,0.395052969455719,0.4646978378295898,0.4033205211162567,0.3721623420715332,0.3228330910205841,0.4936253428459167,0.3351595103740692,0.4208206534385681,0.3392331898212433,0.5457909107208252,0.3311465084552765,0.6001542210578918,0.2550889551639557,0.5038179755210876,0.2656131088733673,0.4485302567481994,0.281623512506485,0.5830561518669128,0.2748310565948486,0.6115927696228027,0.1934408098459243,0.5372098088264465,0.1977269798517227,0.4869104623794555,0.2260899543762207,0.6079494953155518,0.2265955805778503,0.6318274140357971,0.1345613747835159,0.5824480652809143,0.1403208076953888,0.5448811650276184,0.1703160107135772,0.6261606812477112,0.1766738891601562,0.6468679308891296
A,0.2626299858093261,0.8583084344863892,0.3518739342689514,0.7763923406600952,0.392909973859787,0.5960654616355896,0.3943528532981872,0.4607918262481689,0.402519166469574,0.3691227436065674,0.3213891983032226,0.4944500923156738,0.334509789943695,0.4191098213195801,0.3384080529212951,0.5443236231803894,0.3304920792579651,0.6051687002182007,0.2541089355945587,0.505893349647522,0.2647199034690857,0.4468143880367279,0.2817635238170624,0.583716094493866,0.2763906121253967,0.6212058663368225,0.1940264403820037,0.5383325815200806,0.197109580039978,0.4890578985214233,0.2261756062507629,0.6109920144081116,0.2279396504163742,0.6405174732208252,0.1364650428295135,0.5829545855522156,0.1403036117553711,0.5474299192428589,0.1705139428377151,0.6268666386604309,0.178538829088211,0.647066056728363
A,0.2665590345859527,0.8570754528045654,0.3538469076156616,0.7756928205490112,0.3928591012954712,0.5978869795799255,0.394192487001419,0.4626130759716034,0.4011280536651611,0.3710259795188904,0.3233211934566498,0.495400607585907,0.3343413472175598,0.4191599488258362,0.3377726674079895,0.5439791083335876,0.3302120268344879,0.6050694584846497,0.256003737449646,0.5071158409118652,0.2651524841785431,0.4473417401313782,0.2814852595329284,0.5845979452133179,0.2761627435684204,0.6223216652870178,0.1959275901317596,0.5392654538154602,0.1975354254245758,0.4876428246498108,0.226172000169754,0.6095153093338013,0.2282886803150177,0.6397004127502441,0.1384267210960388,0.5836674571037292,0.1412122249603271,0.5459558963775635,0.1709425747394561,0.6256164312362671,0.1790097504854202,0.6463987231254578
A,0.2617965042591095,0.8552175760269165,0.3512814044952392,0.7764374613761902,0.3940265774726867,0.5989097356796265,0.393337219953537,0.4610665440559387,0.4024832546710968,0.3701561391353607,0.3209781050682068,0.4912459254264831,0.3338165879249573,0.4197248518466949,0.3389187455177307,0.5476073622703552,0.331037700176239,0.5976866483688354,0.2529613673686981,0.5026880502700806,0.2641014754772186,0.4474161267280578,0.2799338400363922,0.5833866596221924,0.2720830738544464,0.6101555228233337,0.1927679032087326,0.5358929634094238,0.1974012553691864,0.4898699223995209,0.2253707498311996,0.6122075319290161,0.225603237748146,0.6354486346244812,0.1350216269493103,0.5803993940353394,0.1392321437597274,0.546538233757019,0.1695221066474914,0.6270275115966797,0.1767686903476715,0.6455538272857666
A,0.2623906135559082,0.8547117710113525,0.3517364859580993,0.7761831879615784,0.3936800360679626,0.5988588333129883,0.3942316174507141,0.4623985290527344,0.4019129276275635,0.3721762299537658,0.322581022977829,0.4920138120651245,0.3352475166320801,0.4204480051994324,0.339028000831604,0.5461959838867188,0.3311404585838318,0.5986200571060181,0.2552376091480255,0.5027015209197998,0.2663821876049042,0.4477624297142029,0.2802888751029968,0.5826356410980225,0.2719520032405853,0.6119104623794556,0.194760724902153,0.5352261066436768,0.1989353150129318,0.4881695508956909,0.225568026304245,0.610314667224884,0.2253555208444595,0.6362869739532471,0.135915994644165,0.5797885656356812,0.1403908729553222,0.5456834435462952,0.1698568165302276,0.6259189248085022,0.1771627217531204,0.6455349326133728
A,0.2606120109558105,0.8548021912574768,0.3510264754295349,0.7821121215820312,0.3944695591926574,0.60350501537323,0.3942717909812927,0.4629117250442505,0.4027691483497619,0.3699400424957275,0.324417382478714,0.4921453595161438,0.3321026861667633,0.4178488254547119,0.3359054923057556,0.5456575155258179,0.329866349697113,0.5965130925178528,0.2558895647525787,0.5046525597572327,0.262344628572464,0.4459083378314972,0.2780115604400635,0.5817030668258667,0.2737155556678772,0.6043625473976135,0.1943848431110382,0.5367071628570557,0.1950141936540603,0.4884294271469116,0.2217327058315277,0.6087765693664551,0.2242366671562194,0.6246625185012817,0.136645495891571,0.5776505470275879,0.1396072059869766,0.5435324311256409,0.1669831573963165,0.6234678626060486,0.1735187172889709,0.6375986337661743
