label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.24208064377307892,0.8744927644729614,-7.142101594581618e-07,0.3366881012916565,0.7926428914070129,-0.04279583320021629,0.3822695016860962,0.6080111265182495,-0.047232236713171005,0.38222795724868774,0.4684619605541229,-0.04793461039662361,0.3893946409225464,0.3740041255950928,-0.03748266398906708,0.3118538558483124,0.4984586834907532,-0.0002098844270221889,0.32274746894836426,0.4243052303791046,-0.04359811916947365,0.3264264464378357,0.5509974360466003,-0.06028611212968826,0.31753963232040405,0.6064198613166809,-0.06392552703619003,0.24175535142421722,0.5099790096282959,0.005807233043015003,0.2518157362937927,0.45426177978515625,-0.03942526876926422,0.26821285486221313,0.5915658473968506,-0.04356454312801361,0.259886234998703,0.6202606558799744,-0.033601317554712296,0.1793452352285385,0.5455006957054138,0.0009445753530599177,0.18284602463245392,0.49824076890945435,-0.04743333160877228,0.21167820692062378,0.6197839379310608,-0.028980037197470665,0.21054182946681976,0.6407746076583862,-0.003917204216122627,0.11974258720874786,0.5937545299530029,-0.007376995403319597,0.12485840916633606,0.561168372631073,-0.033913373947143555,0.15682995319366455,0.6418805122375488,-0.015520620159804821,0.16375625133514404,0.658677875995636,0.006373322568833828
A,0.2639046311378479,0.867012083530426,-6.799610900998232e-07,0.35233065485954285,0.7869665026664734,-0.042320821434259415,0.3925395607948303,0.6064580678939819,-0.047290802001953125,0.39329493045806885,0.4673040807247162,-0.048296160995960236,0.40130722522735596,0.37372106313705444,-0.03786084055900574,0.32177865505218506,0.4946969449520111,-0.0018621141789481044,0.33356213569641113,0.42209821939468384,-0.04508721083402634,0.33702799677848816,0.5485354661941528,-0.06090134382247925,0.32848888635635376,0.6035734415054321,-0.06345401704311371,0.2526651918888092,0.5055234432220459,0.0049225748516619205,0.26186713576316833,0.44937312602996826,-0.04000801593065262,0.27878957986831665,0.5837082862854004,-0.042902152985334396,0.2728983163833618,0.6128000020980835,-0.031920526176691055,0.1913551390171051,0.538327157497406,0.001083316863514483,0.19372031092643738,0.4923289120197296,-0.04651462286710739,0.2233380228281021,0.6122309565544128,-0.027466628700494766,0.22497667372226715,0.6354339122772217,-0.0016935813473537564,0.1339871734380722,0.5829527974128723,-0.006158608477562666,0.13844388723373413,0.5488573312759399,-0.0314636155962944,0.16904444992542267,0.6289900541305542,-0.012762828730046749,0.17672279477119446,0.6476226449012756,0.00952773354947567
A,0.2628374397754669,0.8659451007843018,-7.195365583356761e-07,0.35280555486679077,0.7869505286216736,-0.042092785239219666,0.3932684659957886,0.6078222990036011,-0.047036364674568176,0.3928309679031372,0.4686373472213745,-0.048066578805446625,0.400839239358902,0.37459588050842285,-0.03771509602665901,0.324387788772583,0.49351993203163147,-0.0019346422050148249,0.3324028551578522,0.4239808917045593,-0.04672280326485634,0.3351425528526306,0.5517408847808838,-0.06297134608030319,0.3285619616508484,0.6088025569915771,-0.06536319106817245,0.25445225834846497,0.5038541555404663,0.004629115574061871,0.26175931096076965,0.44997304677963257,-0.042431771755218506,0.27681344747543335,0.5851305723190308,-0.04522824287414551,0.27254971861839294,0.6161524057388306,-0.0335136279463768,0.19245532155036926,0.5356903672218323,0.00046096742153167725,0.19341228902339935,0.48996004462242126,-0.04936754330992699,0.22190286219120026,0.6137072443962097,-0.02948017604649067,0.22584082186222076,0.6400442719459534,-0.002376041142269969,0.13457763195037842,0.5799482464790344,-0.00709105608984828,0.13919255137443542,0.5492714047431946,-0.03414371609687805,0.1686359941959381,0.6335842609405518,-0.015558330342173576,0.17754942178726196,0.6532371640205383,0.007303841877728701
A,0.25579169392585754,0.8620156049728394,-7.29305099866906e-07,0.34970200061798096,0.7861559987068176,-0.0399462953209877,0.3921505808830261,0.6030325293540955,-0.04328178986907005,0.3953768014907837,0.46452781558036804,-0.04338020458817482,0.4028155207633972,0.3715331554412842,-0.032482046633958817,0.3263877332210541,0.4965972304344177,-0.002664092229679227,0.33534684777259827,0.422393262386322,-0.045777276158332825,0.3381349444389343,0.5477069616317749,-0.05961184576153755,0.33126574754714966,0.6058349013328552,-0.06032218411564827,0.2578011453151703,0.5062271952629089,0.0028871537651866674,0.26606371998786926,0.4491828680038452,-0.04241204634308815,0.27973663806915283,0.5853680968284607,-0.04297475144267082,0.2742258906364441,0.6169189214706421,-0.030020061880350113,0.19482950866222382,0.5380059480667114,-0.00215465622022748,0.19800245761871338,0.4880189299583435,-0.05065479129552841,0.22454416751861572,0.6119466423988342,-0.029615476727485657,0.22668084502220154,0.6380164623260498,-0.0021813807543367147,0.13454003632068634,0.5813478827476501,-0.010375121608376503,0.1415177583694458,0.5462043285369873,-0.03610040247440338,0.16885268688201904,0.6297745704650879,-0.016500791534781456,0.1750551015138626,0.6500616669654846,0.00640892842784524
A,0.2577897906303406,0.8620157241821289,-6.952051307962392e-07,0.3499301075935364,0.7848491072654724,-0.040174126625061035,0.3923726975917816,0.6013187766075134,-0.04411255195736885,0.395052969455719,0.46469783782958984,-0.04455088824033737,0.4033205211162567,0.3721623420715332,-0.03410569205880165,0.3228330910205841,0.49362534284591675,-0.004135663155466318,0.3351595103740692,0.4208206534385681,-0.04601753130555153,0.3392331898212433,0.5457909107208252,-0.06024522706866264,0.3311465084552765,0.6001542210578918,-0.0619548074901104,0.2550889551639557,0.5038179755210876,0.0013946379767730832,0.2656131088733673,0.44853025674819946,-0.041336141526699066,0.281623512506485,0.5830561518669128,-0.04233703389763832,0.27483105659484863,0.6115927696228027,-0.03094862774014473,0.19344080984592438,0.5372098088264465,-0.0032945312559604645,0.19772697985172272,0.48691046237945557,-0.049408264458179474,0.2260899543762207,0.6079494953155518,-0.02894814871251583,0.22659558057785034,0.6318274140357971,-0.0031273849308490753,0.13456137478351593,0.5824480652809143,-0.011163841933012009,0.1403208076953888,0.5448811650276184,-0.036192648112773895,0.17031601071357727,0.6261606812477112,-0.016678879037499428,0.17667388916015625,0.6468679308891296,0.005636172369122505
A,0.26262998580932617,0.8583084344863892,-6.91875698066724e-07,0.3518739342689514,0.7763923406600952,-0.041672155261039734,0.392909973859787,0.5960654616355896,-0.04660535603761673,0.39435285329818726,0.46079182624816895,-0.04796497896313667,0.402519166469574,0.3691227436065674,-0.038416266441345215,0.32138919830322266,0.49445009231567383,-0.004201222211122513,0.33450978994369507,0.4191098213195801,-0.047899987548589706,0.33840805292129517,0.5443236231803894,-0.06367973983287811,0.3304920792579651,0.6051687002182007,-0.06579234451055527,0.2541089355945587,0.505893349647522,0.0022132715675979853,0.2647199034690857,0.4468143880367279,-0.04456524923443794,0.2817635238170624,0.583716094493866,-0.0477835014462471,0.27639061212539673,0.6212058663368225,-0.03623772785067558,0.19402644038200378,0.5383325815200806,-0.0017369261477142572,0.19710958003997803,0.48905789852142334,-0.050260018557310104,0.22617560625076294,0.6109920144081116,-0.030894601717591286,0.2279396504163742,0.6405174732208252,-0.004319530446082354,0.13646504282951355,0.5829545855522156,-0.009023020975291729,0.1403036117553711,0.5474299192428589,-0.035036250948905945,0.17051394283771515,0.6268666386604309,-0.016738411039114,0.17853882908821106,0.647066056728363,0.005350138992071152
A,0.26655903458595276,0.8570754528045654,-7.101190817593306e-07,0.3538469076156616,0.7756928205490112,-0.04196019843220711,0.3928591012954712,0.5978869795799255,-0.04764505848288536,0.39419248700141907,0.4626130759716034,-0.049842849373817444,0.40112805366516113,0.3710259795188904,-0.041386738419532776,0.3233211934566498,0.495400607585907,-0.0055173649452626705,0.3343413472175598,0.4191599488258362,-0.04978462681174278,0.3377726674079895,0.5439791083335876,-0.0661139190196991,0.3302120268344879,0.6050694584846497,-0.06873014569282532,0.256003737449646,0.5071158409118652,0.0008430455927737057,0.2651524841785431,0.4473417401313782,-0.046347685158252716,0.28148525953292847,0.5845979452133179,-0.04948696494102478,0.2761627435684204,0.6223216652870178,-0.03803068399429321,0.19592759013175964,0.5392654538154602,-0.003160707885399461,0.1975354254245758,0.4876428246498108,-0.05199449509382248,0.22617200016975403,0.6095153093338013,-0.032096173614263535,0.2282886803150177,0.6397004127502441,-0.00526050478219986,0.13842672109603882,0.5836674571037292,-0.010550498962402344,0.14121222496032715,0.5459558963775635,-0.03699229285120964,0.17094257473945618,0.6256164312362671,-0.018525060266256332,0.17900975048542023,0.6463987231254578,0.0037076750304549932
A,0.2617965042591095,0.8552175760269165,-7.078072030708427e-07,0.35128140449523926,0.7764374613761902,-0.04179675877094269,0.39402657747268677,0.5989097356796265,-0.04758327826857567,0.393337219953537,0.4610665440559387,-0.049321237951517105,0.4024832546710968,0.3701561391353607,-0.0400053933262825,0.3209781050682068,0.49124592542648315,-0.006366966292262077,0.3338165879249573,0.41972485184669495,-0.047285180538892746,0.3389187455177307,0.5476073622703552,-0.060438551008701324,0.331037700176239,0.5976866483688354,-0.062270138412714005,0.2529613673686981,0.5026880502700806,-4.656622331822291e-05,0.26410147547721863,0.44741612672805786,-0.04318051040172577,0.2799338400363922,0.5833866596221924,-0.04386252909898758,0.2720830738544464,0.6101555228233337,-0.03236103057861328,0.1927679032087326,0.5358929634094238,-0.003643818199634552,0.1974012553691864,0.4898699223995209,-0.05015164986252785,0.22537074983119965,0.6122075319290161,-0.028636205941438675,0.22560323774814606,0.6354486346244812,-0.0019863094203174114,0.1350216269493103,0.5803993940353394,-0.0104829091578722,0.13923214375972748,0.546538233757019,-0.0351124033331871,0.16952210664749146,0.6270275115966797,-0.015024255029857159,0.1767686903476715,0.6455538272857666,0.007766805589199066
A,0.2623906135559082,0.8547117710113525,-7.110257911335793e-07,0.35173648595809937,0.7761831879615784,-0.03984098136425018,0.39368003606796265,0.5988588333129883,-0.04463156312704086,0.3942316174507141,0.4623985290527344,-0.04627539962530136,0.4019129276275635,0.37217622995376587,-0.037398602813482285,0.322581022977829,0.4920138120651245,-0.0033658326137810946,0.3352475166320801,0.4204480051994324,-0.04458298906683922,0.339028000831604,0.5461959838867188,-0.05877440795302391,0.3311404585838318,0.5986200571060181,-0.06111680343747139,0.2552376091480255,0.5027015209197998,0.0018610182451084256,0.2663821876049042,0.4477624297142029,-0.04136238992214203,0.2802888751029968,0.5826356410980225,-0.042844247072935104,0.2719520032405853,0.6119104623794556,-0.031831882894039154,0.19476072490215302,0.5352261066436768,-0.0029184711165726185,0.19893531501293182,0.4881695508956909,-0.049575213342905045,0.225568026304245,0.610314667224884,-0.028861118480563164,0.22535552084445953,0.6362869739532471,-0.00267667300067842,0.13591599464416504,0.5797885656356812,-0.010841875337064266,0.14039087295532227,0.5456834435462952,-0.03601701185107231,0.16985681653022766,0.6259189248085022,-0.01665375381708145,0.17716272175312042,0.6455349326133728,0.005653808359056711
A,0.26061201095581055,0.8548021912574768,-6.978749524932937e-07,0.3510264754295349,0.7821121215820312,-0.044398535043001175,0.39446955919265747,0.60350501537323,-0.04974604398012161,0.3942717909812927,0.4629117250442505,-0.050094641745090485,0.40276914834976196,0.36994004249572754,-0.038172513246536255,0.324417382478714,0.4921453595161438,-0.006359410006552935,0.3321026861667633,0.4178488254547119,-0.04989233985543251,0.3359054923057556,0.5456575155258179,-0.06381995975971222,0.32986634969711304,0.5965130925178528,-0.06518683582544327,0.25588956475257874,0.5046525597572327,0.00194445566739887,0.262344628572464,0.4459083378314972,-0.04342677816748619,0.2780115604400635,0.5817030668258667,-0.04410167783498764,0.2737155556678772,0.6043625473976135,-0.03176628053188324,0.1943848431110382,0.5367071628570557,-0.0005875519709661603,0.19501419365406036,0.4884294271469116,-0.048356324434280396,0.2217327058315277,0.6087765693664551,-0.027188653126358986,0.22423666715621948,0.6246625185012817,-0.0003707546857185662,0.13664549589157104,0.5776505470275879,-0.006710834335535765,0.13960720598697662,0.5435324311256409,-0.031186135485768318,0.16698315739631653,0.6234678626060486,-0.011691010557115078,0.17351871728897095,0.6375986337661743,0.010685949586331844
